Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-18 00:00:00-04:00,12.555422945669688,12.594054712024722,11.952264622317736,12.152153968811035,698460000,0.0,0.0
2020-09-21 00:00:00-04:00,11.888708100792234,12.484389539998377,11.868270307160746,12.479155540466309,721044000,0.0,0.0
2020-09-22 00:00:00-04:00,12.5367300457462,12.60950783766149,12.118507319877803,12.599288940429688,646452000,0.0,0.0
2020-09-23 00:00:00-04:00,12.537228000249492,12.688267633843767,12.042489056909767,12.08685302734375,647012000,0.0,0.0
2020-09-24 00:00:00-04:00,12.035511901501538,12.5312482668557,11.977438742883974,12.31042194366455,731240000,0.0,0.0
2020-09-25 00:00:00-04:00,12.409619513315679,12.84429253189715,12.208483684502653,12.834571838378906,588016000,0.0,0.0
2020-09-28 00:00:00-04:00,13.000561948380403,13.012027305730134,12.71119549643303,12.995327949523926,573808000,0.0,0.0
2020-09-29 00:00:00-04:00,12.898126471531569,13.401838788789666,12.893889831776605,13.18549919128418,621460000,0.0,0.0
2020-09-30 00:00:00-04:00,13.11745953391726,13.581044604108897,13.110231764358542,13.489324569702148,689184000,0.0,0.0
2020-10-01 00:00:00-04:00,13.716131285227705,13.720866130003346,13.419785147051085,13.573067665100098,525004000,0.0,0.0
2020-10-02 00:00:00-04:00,13.184754046905367,13.478357223318929,13.011282826082569,13.022499084472656,552496000,0.0,0.0
2020-10-05 00:00:00-04:00,13.195718950444643,13.602726378961242,13.182508924277144,13.600981712341309,479820000,0.0,0.0
2020-10-06 00:00:00-04:00,13.787911060916047,14.098961824596449,13.623413243733525,13.694695472717285,784420000,0.0,0.0
2020-10-07 00:00:00-04:00,13.957144656852174,14.07628114188289,13.821308812473632,13.921503067016602,418084000,0.0,0.0
2020-10-08 00:00:00-04:00,14.032166592711608,14.04163818419971,13.716131853958128,13.796635627746582,378900000,0.0,0.0
2020-10-09 00:00:00-04:00,13.725101886390037,13.782177675292244,13.619175436432785,13.720864295959473,346892000,0.0,0.0
2020-10-12 00:00:00-04:00,13.946923956456635,14.303336005649518,13.870158635377013,14.182703971862793,434744000,0.0,0.0
2020-10-13 00:00:00-04:00,14.252988831755088,14.304830615479933,13.976084148198783,14.204885482788086,344604000,0.0,0.0
2020-10-14 00:00:00-04:00,14.247009210749079,14.29910010632329,13.917515375879658,14.052353858947754,276100000,0.0,0.0
2020-10-15 00:00:00-04:00,13.7687179661636,13.963124193199745,13.725848613045164,13.927483558654785,267224000,0.0,0.0
2020-10-16 00:00:00-04:00,13.994031129475207,14.07852338069987,13.750524170509511,13.769466400146484,242392000,0.0,0.0
2020-10-19 00:00:00-04:00,13.860687988387964,13.940942647700611,13.36594810565735,13.456671714782715,298068000,0.0,0.0
2020-10-20 00:00:00-04:00,13.542159898239708,13.757752181542894,13.465892779113565,13.603971481323242,229212000,0.0,0.0
2020-10-21 00:00:00-04:00,13.583535280397424,13.74952866518979,13.436484126487011,13.483590126037598,219596000,0.0,0.0
2020-10-22 00:00:00-04:00,13.481344799645843,13.570322782592395,13.191479184719874,13.32033634185791,290480000,0.0,0.0
2020-10-23 00:00:00-04:00,13.40906673844626,13.551881242387436,13.250800288762472,13.548890113830566,233484000,0.0,0.0
2020-10-26 00:00:00-04:00,13.38613712415436,13.65107828818675,12.998819248635527,13.101256370544434,336896000,0.0,0.0
2020-10-27 00:00:00-04:00,13.265503513673679,13.401090234792415,13.151351943898296,13.355978012084961,250520000,0.0,0.0
2020-10-28 00:00:00-04:00,13.1578329010127,13.2196444828129,12.570625726226456,12.588570594787598,376520000,0.0,0.0
2020-10-29 00:00:00-04:00,12.799427953115362,13.152599800168861,12.711197266914722,12.984363555908203,320080000,0.0,0.0
2020-10-30 00:00:00-04:00,12.810891669353149,12.897127624944583,12.26256539289727,12.495853424072266,416820000,0.0,0.0
2020-11-02 00:00:00-05:00,12.619227673320147,12.797682807824847,12.357277650821981,12.542462348937988,299652000,0.0,0.0
2020-11-03 00:00:00-05:00,12.669824999930903,13.06511799350483,12.564396738004714,12.979878425598145,272900000,0.0,0.0
2020-11-04 00:00:00-05:00,13.348502540252872,13.78541936200502,13.296411643005507,13.752269744873047,410228000,0.0,0.0
2020-11-05 00:00:00-05:00,14.11940004400391,14.295362275225596,13.94842175974404,14.116907119750977,319028000,0.0,0.0
2020-11-06 00:00:00-05:00,14.06680798040643,14.544350276254345,13.852712215354051,14.517682075500488,383348000,0.0,0.0
2020-11-09 00:00:00-05:00,14.508213688613951,14.646790623774507,13.569330042672156,13.589268684387207,582976000,0.0,0.0
2020-11-10 00:00:00-05:00,13.565090756109772,13.565090756109772,12.589818331459508,12.7311372756958,644068000,0.0,0.0
2020-11-11 00:00:00-05:00,13.014024118289205,13.394114256759353,12.908844961353317,13.377165794372559,404744000,0.0,0.0
2020-11-12 00:00:00-05:00,13.437978740251724,13.724105001386421,13.275474700255113,13.415796279907227,365812000,0.0,0.0
2020-11-13 00:00:00-05:00,13.585776416432045,13.627150206211805,13.019505232759,13.256531715393066,346312000,0.0,0.0
2020-11-16 00:00:00-05:00,13.132410801829966,13.607959347793312,13.115961496704895,13.47411823272705,413776000,0.0,0.0
2020-11-17 00:00:00-05:00,13.51125656747037,13.554873236552991,13.263263834024546,13.381402969360352,312028000,0.0,0.0
2020-11-18 00:00:00-05:00,13.42427208541798,13.564344579254746,13.14487535535619,13.387883186340332,510924000,0.0,0.0
2020-11-19 00:00:00-05:00,13.172539700466864,13.44645330267934,13.06013278246462,13.399347305297852,565936000,0.0,0.0
